Weather,City,Subservice,Service,Price
Fine,Rishikesh,Hot & cold water mixer repair,Plumber,289.72
Fine,Jaipur,Tap replacement,Electrician,98.11
Fine,Rishikesh,3 Phase Changeover Switch Installation,Face care,139.52
Fine,Lucknow,Chandelier installation (upto 6 bulbs),Washing Machine Repair,356.63
Fine,Haridwar,Switch/socket replacement,Water Purifier Repair,50.25
Extreme,Jaipur,Switch/socket replacement,Laptop Repair,333.91
Extreme,Delhi,Waste pipe leakage,Chimney Repair,312.07
Fine,Dehradun,Double Pole MCB Installation,Bathroom cleaning,278.47
Extreme,Dehradun,Stabilizer installation,Home painting,494.68
Fine,Noida,Balcony drain blockage removal,Kitchen cleaning,169.78
Extreme,Noida,Mini home theater installation,Refrigerator Repair,493.04
Fine,Haridwar,Decorative Lights Installation (per 5m),Full home cleaning,275.89
Extreme,Rishikesh,Fan repair,Shave/beard grooming,435.19
Fine,Haridwar,Decorative Lights Installation (per 10m),Full home cleaning,350.5
Fine,Lucknow,New wiring with casing (per 5m),Chimney Repair,114.16
Fine,Ahemdabad,Double battery inverter installation,Bathroom cleaning,454.56
Fine,Delhi,PCB Repair,Home painting,306.01
Fine,Dehradun,Switchboard repair,Chimney Repair,284.54
Fine,Delhi,Material Procurement Charges,Home painting,249.98
Fine,Noida,Geyser Uninstallation,Hair colour,420.09
Extreme,Ahemdabad,MCB fuse replacement,Home painting,404.04
Fine,Delhi,New wiring with casing (per 5m),Electrician,497.78
Extreme,Jaipur,New wiring with casing (per 5m),Shave/beard grooming,386.37
Extreme,Lucknow,Door bell installation,Microwave Repair,73.52
Extreme,Lucknow,Ceiling fan regulator replacement,Carpenter,338.98
Fine,Ahemdabad,Decorative ceiling fan installation,Plumber,421.49
Fine,Jaipur,TV uninstallation,Laptop Repair,469.2
Extreme,Jaipur,Thermal Cut Off (TCO),Water Purifier Repair,69.13
Extreme,Dehradun,Tap installation,Carpenter,160.86
Extreme,Rishikesh,Decorative light & bed lamp installation,Electrician,379.19
Fine,Haridwar,Cavity sensor,Men/kids haircut,169.78
Fine,Ahemdabad,Switchboard repair,Kitchen cleaning,443.57
Fine,Delhi,Inverter PCB Card Replacement,Full home cleaning,411.5
Fine,Dehradun,Sub meter installation,Full home cleaning,371.23
Extreme,Noida,Shower installation (wall mounted/ hand-held),Home painting,317.59
Fine,Noida,Bulbs installation (upto 5 bulbs),Face care,423.19
Extreme,Jaipur,Bulbs installation (upto 5 bulbs),Washing Machine Repair,106.09
Extreme,Ahemdabad,Bulb Holder Installation,Carpenter,211.74
Fine,Delhi,Chandelier installation (upto 6 bulbs),Carpenter,135.14
Extreme,Jaipur,Decorative Lights Uninstallation (per 5m),Face care,437.4
Fine,Rishikesh,Inverter servicing,Plumber,343.65
Fine,Jaipur,Waste pipe leakage,Carpenter,139.08
Extreme,Haridwar,Tap installation,Shave/beard grooming,225.26
Fine,Jaipur,Shower installation (wall mounted/ hand-held),Face care,482.05
Extreme,Rishikesh,Single battery inverter installation,Hair colour,186.86
Extreme,Dehradun,Switch/socket replacement,Carpenter,408.89
Fine,Rishikesh,Thermal Cut Off (TCO),Massage,87.35
Fine,Delhi,Stabilizer installation,Full home cleaning,485.84
Fine,Delhi,Double battery inverter installation,Water Purifier Repair,288.6
Extreme,Haridwar,Switchboard repair,Carpenter,452.65
Extreme,Dehradun,Bulb,Bathroom cleaning,112.08
Extreme,Noida,Door bell installation,Massage,190.38
Extreme,Dehradun,Tubelight Installation/Repair,Laptop Repair,435.9
Extreme,Haridwar,Door bell replacement,Men/kids haircut,224.85
Extreme,Rishikesh,Single battery inverter installation,Pest control,367.11
Extreme,Haridwar,Chandelier installation (more than 6 bulbs),Massage,58.92
Fine,Rishikesh,Door bell installation,Kitchen cleaning,100.62
Extreme,Dehradun,Switchboard repair,Washing Machine Repair,307.54
Extreme,Ahemdabad,Lights Uninstallation (per 20 m),Electrician,375.92
Extreme,Delhi,Tubelight Installation/Repair,Carpenter,103.31
Fine,Delhi,Decorative Lights Installation (per 10m),Water Purifier Repair,256.64
Fine,Ahemdabad,Hot & cold water mixer repair,Men/kids haircut,247.06
Fine,Dehradun,TV installation (up to 48 inches),AC Repair Service,262.06
Extreme,Dehradun,Replace CFL to LED,Chimney Repair,477.25
Fine,Haridwar,3 Phase changeover switch installation,Electrician,354.9
Extreme,Lucknow,Triple Pole MCB Installation,Refrigerator Repair,423.39
Extreme,Haridwar,Decorative ceiling fan installation,Laptop Repair,443.75
Fine,Noida,Triple Pole MCB Installation,Electrician,373.79
Fine,Delhi,Bulbs installation (upto 5 bulbs),Microwave Repair,396.21
Extreme,Jaipur,Lantern Installation,Full home cleaning,276.42
Fine,Delhi,Tubelight Installation/Repair,Refrigerator Repair,139.48
Fine,Haridwar,Bulb,Bathroom cleaning,338.98
Extreme,Lucknow,Geyser Uninstallation,Chimney Repair,407.48
Extreme,Delhi,AC switchbox installation,Electrician,52.59
Fine,Ahemdabad,Minor fittings installation,Full home cleaning,476.02
Extreme,Noida,Tap repair,Face care,412.2
Fine,Noida,Fan Coil Repair,Pest control,451.42
Fine,Jaipur,Room heater repair,Face care,166.4
Extreme,Lucknow,Shower installation (wall mounted/ hand-held),Pest control,416.73
Fine,Jaipur,Hot & cold water mixer repair,Microwave Repair,320.13
Fine,Haridwar,Cavity sensor,Bathroom cleaning,248.67
Extreme,Jaipur,Room heater repair,Carpenter,311.37
Extreme,Rishikesh,3 Phase Changeover Switch Installation,Carpenter,238.41
Extreme,Haridwar,Decorative Lights Installation (per 10m),Men/kids haircut,85.88
Fine,Jaipur,Replace CFL to LED,Kitchen cleaning,134.85
Fine,Jaipur,Lights Uninstallation (per 20 m),AC Repair Service,250.96
Fine,Delhi,Shower installation (wall mounted/ hand-held),Plumber,430.08
Extreme,Delhi,Stabilizer installation,Electrician,393.85
Extreme,Rishikesh,Chandelier installation (more than 6 bulbs),Plumber,169.27
Extreme,Noida,Thermal Cut Off (TCO),Home painting,160.15
Extreme,Lucknow,AC switchbox installation,Massage,52.6
Extreme,Jaipur,Minor fittings installation,Bathroom cleaning,416.47
Fine,Haridwar,Wash Basin Leakage Repair,AC Repair Service,413.05
Fine,Dehradun,Door bell installation,Pest control,473.86
Fine,Ahemdabad,Bulb,Electrician,303.2
Fine,Dehradun,Inverter servicing,Kitchen cleaning,328.57
Extreme,Lucknow,Wash basin blockage removal,Full home cleaning,218.44
Extreme,Noida,Switch Membrane / Key Pad Repair,Laptop Repair,267.43
Fine,Haridwar,3 Phase Changeover Switch Installation,Full home cleaning,492.35
Fine,Ahemdabad,New wiring with casing (per 5m),Laptop Repair,162.69
Extreme,Delhi,Fuse 5 / 15 Amp,Men/kids haircut,262.99
Extreme,Haridwar,Shower installation (ceiling mounted),Electrician,50.31
Extreme,Rishikesh,Hot & cold water mixer repair,Plumber,80.02
Fine,Noida,Lantern Installation,Laptop Repair,338.31
Extreme,Ahemdabad,Chandelier installation (more than 6 bulbs),Men/kids haircut,135.68
Extreme,Rishikesh,Tap installation,Plumber,384.61
Fine,Delhi,Decorative Lights Installation (per 15m),Home painting,129.07
Extreme,Rishikesh,Ceiling fan regulator replacement,Microwave Repair,285.24
Extreme,Jaipur,Fan repair,AC Repair Service,185.06
Extreme,Delhi,Triple Pole MCB Installation,AC Repair Service,468.97
Extreme,Noida,Door bell installation,Bathroom cleaning,426.6
Fine,Delhi,New internal wiring (per 5m),Plumber,243.1
Extreme,Haridwar,Ceiling Fan Installation,Face care,254.03
Extreme,Jaipur,Fan Coil Repair,AC Repair Service,291.08
Extreme,Ahemdabad,Timer,Shave/beard grooming,482.04
Fine,Delhi,TV uninstallation,Electrician,359.51
Fine,Jaipur,Bulbs installation (upto 5 bulbs),Water Purifier Repair,331.54
Fine,Dehradun,Timer,Hair colour,383.89
Fine,Noida,Geyser Uninstallation,Carpenter,296.68
Fine,Noida,Decorative Lights Installation (per 5m),Home painting,335.48
Extreme,Ahemdabad,Decorative light & bed lamp installation,Microwave Repair,405.05
Extreme,Haridwar,Fan Coil Repair,Pest control,434.36
Extreme,Ahemdabad,Material Procurement Charges,Face care,373.51
Fine,Rishikesh,Fan replacement,Microwave Repair,420.86
Fine,Noida,Decorative Lights Installation (per 10m),Kitchen cleaning,425.36
Extreme,Dehradun,Fuse 5 / 15 Amp,Laptop Repair,334.67
Extreme,Haridwar,Fan uninstallation,Plumber,236.97
Fine,Lucknow,Fan replacement,Massage,475.47
Extreme,Lucknow,Material Procurement Charges,Carpenter,338.78
Extreme,Noida,Switch Membrane / Key Pad Repair,Electrician,430.67
Extreme,Delhi,Tap repair,Kitchen cleaning,77.39
Fine,Delhi,AC switchbox installation,Massage,323.86
Extreme,Ahemdabad,Fuse 5 / 15 Amp,Massage,273.03
Fine,Dehradun,Tap replacement,Electrician,436.13
Fine,Noida,Inverter servicing,Shave/beard grooming,272.97
Fine,Ahemdabad,New internal wiring (per 5m),Electrician,304.8
Fine,Rishikesh,Bulbs installation (upto 5 bulbs),AC Repair Service,131.81
Fine,Haridwar,Geyser Uninstallation,Home painting,445.4
Fine,Haridwar,Waste pipe leakage,Hair colour,71.6
Fine,Rishikesh,Switchboard installation,Massage,189.83
Extreme,Rishikesh,Chandelier installation (more than 6 bulbs),Kitchen cleaning,365.71
Extreme,Haridwar,Fan repair,Water Purifier Repair,77.01
Fine,Dehradun,TV installation (up to 48 inches),Plumber,402.8
Fine,Rishikesh,Tap installation,Water Purifier Repair,420.77
Fine,Jaipur,New wiring with casing (per 5m),Pest control,459.46
Extreme,Rishikesh,Bulb Holder Installation,Bathroom cleaning,362.77
Fine,Ahemdabad,Wash basin blockage removal,Men/kids haircut,181.36
Fine,Delhi,New wiring without casing (per 5m),Men/kids haircut,396.92
Extreme,Jaipur,Thermal Cut Off (TCO),Kitchen cleaning,463.03
Fine,Rishikesh,Decorative Lights Installation (per 15m),Hair colour,356.02
Fine,Rishikesh,PCB Repair,Carpenter,314.2
Extreme,Dehradun,Tubelight Installation/Repair,Chimney Repair,294.32
Fine,Delhi,Timer,Water Purifier Repair,493.91
Fine,Delhi,AC switchbox installation,Water Purifier Repair,315.77
Fine,Delhi,Bulb holder installation,Washing Machine Repair,296.72
Fine,Lucknow,TV installation (above 48 inches),Men/kids haircut,444.05
Extreme,Ahemdabad,Room heater repair,Shave/beard grooming,316.18
Fine,Delhi,Decorative Lights Installation (per 15m),Men/kids haircut,217.68
Fine,Lucknow,New wiring with casing (per 5m),Washing Machine Repair,145.72
Extreme,Noida,Balcony drain blockage removal,Washing Machine Repair,148.06
Fine,Lucknow,Decorative Lights Uninstallation (per 5m),Hair colour,447.59
Fine,Noida,Switch/socket replacement,Carpenter,400.15
Fine,Haridwar,Fan repair,Full home cleaning,397.72
Extreme,Dehradun,Tap installation,Kitchen cleaning,78.23
Fine,Lucknow,Fan uninstallation,Water Purifier Repair,68.96
Fine,Noida,Double battery inverter installation,Hair colour,331.08
Fine,Rishikesh,New wiring with casing (per 5m),Hair colour,393.4
Fine,Delhi,New internal wiring (per 5m),Laptop Repair,484.24
Extreme,Delhi,Four Pole MCB Installation,Men/kids haircut,142.2
Extreme,Dehradun,Fuse 5 / 15 Amp,AC Repair Service,396.44
Fine,Delhi,Chandelier installation (upto 6 bulbs),Electrician,429.45
Fine,Jaipur,Timer,Hair colour,61.47
Fine,Lucknow,Decorative ceiling fan installation,Microwave Repair,346.6
Extreme,Dehradun,Tubelight Installation/Repair,Pest control,422.31
Extreme,Jaipur,Tap installation,Carpenter,147.34
Extreme,Delhi,Inverter PCB Card Replacement,Kitchen cleaning,199.77
Extreme,Rishikesh,AC switchbox installation,Home painting,406.22
Extreme,Jaipur,Chandelier installation (upto 6 bulbs),Massage,359.71
Extreme,Dehradun,Wash basin blockage removal,Kitchen cleaning,136.12
Fine,Delhi,Stabilizer installation,Hair colour,139.2
Extreme,Jaipur,Ceiling fan regulator replacement,Shave/beard grooming,378.26
Extreme,Dehradun,Shower installation (wall mounted/ hand-held),Home painting,182.93
Extreme,Delhi,Geyser Installation,Kitchen cleaning,125.9
Extreme,Lucknow,Sub meter installation,Pest control,352.72
Extreme,Jaipur,Sub meter installation,Shave/beard grooming,265.76
Fine,Jaipur,Chandelier installation (more than 6 bulbs),Hair colour,213.61
Extreme,Rishikesh,AC switchbox installation,Carpenter,401.77
Extreme,Noida,Geyser Installation,Electrician,175.09
Fine,Jaipur,Bulbs installation (upto 5 bulbs),Home painting,219.93
Extreme,Delhi,Inverter PCB Card Replacement,AC Repair Service,115.28
Extreme,Dehradun,Triple Pole MCB Installation,Kitchen cleaning,377.39
Extreme,Lucknow,Decorative ceiling fan installation,Carpenter,57.93
Fine,Noida,Inverter servicing,Shave/beard grooming,464.08
Fine,Rishikesh,Ceiling Fan Installation,AC Repair Service,290.41
Extreme,Lucknow,Waste pipe leakage,Massage,164.91
Extreme,Jaipur,Lantern Installation,Shave/beard grooming,493.06
Extreme,Lucknow,Drainage pipe blockage removal,Laptop Repair,123.95
Fine,Noida,MCB fuse replacement,Shave/beard grooming,74.66
Extreme,Noida,Drainage pipe blockage removal,Refrigerator Repair,381.36
Fine,Ahemdabad,Waste pipe leakage,Carpenter,385.67
Fine,Jaipur,AC switchbox installation,Full home cleaning,63.99
Fine,Delhi,Chandelier installation (more than 6 bulbs),Carpenter,172.98
Fine,Jaipur,Lantern Installation,Shave/beard grooming,348.13
Fine,Rishikesh,Drainage pipe blockage removal,Full home cleaning,274.21
Fine,Rishikesh,Timer,Electrician,281.51
Extreme,Dehradun,Inverter PCB Card Replacement,Shave/beard grooming,373.64
Fine,Jaipur,Fan Coil Repair,Bathroom cleaning,60.09
Extreme,Jaipur,New internal wiring (per 5m),Electrician,321.64
Fine,Haridwar,Balcony drain blockage removal,Face care,74.25
Fine,Dehradun,Door bell installation,AC Repair Service,89.32
Fine,Dehradun,Geyser Uninstallation,Hair colour,189.97
Extreme,Haridwar,Ceiling fan regulator replacement,Men/kids haircut,412.89
Fine,Lucknow,Fan uninstallation,Shave/beard grooming,401.05
Extreme,Dehradun,Timer,Pest control,251.51
Fine,Jaipur,Thermal Cut Off (TCO),Chimney Repair,240.38
Fine,Lucknow,Chandelier installation (more than 6 bulbs),Chimney Repair,450.93
Fine,Haridwar,Balcony drain blockage removal,Laptop Repair,265.46
Extreme,Lucknow,Four Pole MCB Installation,Pest control,429.41
Fine,Delhi,Shower installation (ceiling mounted),AC Repair Service,442.93
Fine,Haridwar,Inverter PCB Card Replacement,Home painting,247.24
Extreme,Ahemdabad,Switch Membrane / Key Pad Repair,Full home cleaning,366.31
Fine,Dehradun,Single pole MCB installation,Washing Machine Repair,480.61
Extreme,Dehradun,Fan uninstallation,Carpenter,158.37
Extreme,Delhi,Double Pole MCB Installation,Electrician,277.98
Fine,Haridwar,Double battery inverter installation,Kitchen cleaning,219.66
Extreme,Delhi,New wiring with casing (per 5m),Carpenter,80.56
Fine,Lucknow,Inverter PCB Card Replacement,Full home cleaning,478.17
Fine,Haridwar,Ceiling fan regulator replacement,Laptop Repair,329.41
Fine,Dehradun,Waste pipe leakage,Washing Machine Repair,316.82
Extreme,Rishikesh,Double battery inverter installation,Pest control,296.65
Fine,Dehradun,Double battery inverter installation,Microwave Repair,192.1
Fine,Haridwar,Balcony drain blockage removal,Massage,459.29
Extreme,Dehradun,Decorative Lights Installation (per 5m),Massage,482.13
Extreme,Noida,Sub meter installation,Pest control,247.58
Fine,Ahemdabad,Fan Coil Repair,Face care,84.07
Fine,Rishikesh,Decorative Lights Uninstallation (per 5m),Electrician,209.3
Fine,Delhi,Sub meter installation,Bathroom cleaning,251.81
Fine,Haridwar,Replace CFL to LED,Shave/beard grooming,280.8
Extreme,Dehradun,Fuse 5 / 15 Amp,Massage,229.38
Extreme,Lucknow,Tap replacement,Kitchen cleaning,288.27
Fine,Haridwar,Lantern Installation,Laptop Repair,451.05
Fine,Ahemdabad,Switchboard installation,Face care,132.55
Fine,Noida,Switchboard repair,Chimney Repair,242.76
Extreme,Haridwar,Tap repair,Bathroom cleaning,243.22
Extreme,Haridwar,Balcony drain blockage removal,Plumber,484.63
Fine,Ahemdabad,Double Pole MCB Installation,Chimney Repair,216.83
Fine,Jaipur,Decorative Lights Installation (per 5m),Plumber,393.3
Fine,Haridwar,Cavity sensor,Microwave Repair,245.57
Fine,Haridwar,Decorative Lights Installation (per 10m),Plumber,491.57
Fine,Delhi,Door bell replacement,Kitchen cleaning,431.66
Fine,Dehradun,Shower installation (wall mounted/ hand-held),Electrician,250.52
Extreme,Noida,Material Procurement Charges,Plumber,196.31
Fine,Delhi,New internal wiring (per 5m),Microwave Repair,169.54
Extreme,Delhi,Triple Pole MCB Installation,Hair colour,462.07
Fine,Delhi,TV installation (above 48 inches),Kitchen cleaning,455.17
Extreme,Rishikesh,Material Procurement Charges,Face care,156.18
Extreme,Haridwar,Balcony drain blockage removal,Carpenter,53.34
Extreme,Noida,Hot & cold water mixer installation,Plumber,444.94
Extreme,Haridwar,Door bell installation,AC Repair Service,68.75
Extreme,Haridwar,Chandelier installation (upto 6 bulbs),AC Repair Service,254.44
Fine,Jaipur,Balcony drain blockage removal,Home painting,393.4
Fine,Noida,Single pole MCB installation,Face care,166.63
Extreme,Haridwar,Tap repair,Electrician,221.29
Extreme,Noida,Door bell replacement,Plumber,390.31
Extreme,Rishikesh,New internal wiring (per 5m),Microwave Repair,54.39
Extreme,Delhi,Wash basin blockage removal,Shave/beard grooming,113.34
Fine,Lucknow,Door bell replacement,Laptop Repair,154.8
Extreme,Delhi,Inverter PCB Card Replacement,Washing Machine Repair,96.69
Fine,Jaipur,Shower installation (ceiling mounted),Plumber,141.59
Extreme,Haridwar,Bulb Holder Installation,Carpenter,386.1
Extreme,Lucknow,Switch Membrane / Key Pad Repair,Hair colour,76.48
Fine,Jaipur,Switchboard installation,Kitchen cleaning,239.09
Extreme,Delhi,Decorative Lights Uninstallation (per 5m),Shave/beard grooming,236.69
Extreme,Haridwar,New wiring without casing (per 5m),Chimney Repair,96.15
Fine,Dehradun,Inverter PCB Card Replacement,Shave/beard grooming,370.31
Extreme,Lucknow,Replace CFL to LED,Full home cleaning,449.34
Extreme,Rishikesh,Wash basin blockage removal,Water Purifier Repair,166.36
Fine,Delhi,Decorative Lights Uninstallation (per 5m),Carpenter,472.75
Extreme,Ahemdabad,Switch Membrane / Key Pad Repair,Kitchen cleaning,60.09
Extreme,Jaipur,Hot & cold water mixer installation,Pest control,421.22
Extreme,Noida,Lantern Installation,Shave/beard grooming,103.53
Extreme,Dehradun,Geyser Uninstallation,Full home cleaning,460.42
Extreme,Ahemdabad,Timer,Pest control,440.21
Extreme,Noida,PCB Repair,Shave/beard grooming,140.72
Extreme,Jaipur,Balcony drain blockage removal,Massage,354.59
Extreme,Dehradun,Door bell installation,Bathroom cleaning,263.9
Extreme,Haridwar,Double battery inverter installation,Microwave Repair,465.05
Fine,Dehradun,Tubelight Installation/Repair,Full home cleaning,137.19
Extreme,Lucknow,MCB fuse replacement,Water Purifier Repair,197.33
Fine,Ahemdabad,3 Phase changeover switch installation,Men/kids haircut,456.94
