"﻿Weather,Subservice,City,Service,Price"
"Fine,Switchboard installation,Haridwar,Massage,103.64"
"Fine,Minor fittings installation,Rishikesh,Men/kids haircut,333.44"
"Fine,Bulbs installation (upto 5 bulbs),Noida,Massage,391.89"
"Extreme,Tubelight Installation/Repair,Rishikesh,Massage,278.99"
"Extreme,Waste pipe leakage,Jaipur,AC Repair Service,450.47"
"Extreme,Switch Membrane / Key Pad Repair,Ahemdabad,Chimney Repair,58.68"
"Fine,Inverter fuse replacement,Delhi,Chimney Repair,466.07"
"Fine,Fan Coil Repair,Delhi,Refrigerator Repair,75.83"
"Fine,Double Pole MCB Installation,Dehradun,Face care,254.07"
"Extreme,Decorative Lights Uninstallation (per 5m),Rishikesh,Washing Machine Repair,456.89"
"Fine,Balcony drain blockage removal,Haridwar,Laptop Repair,372.97"
"Extreme,Four Pole MCB Installation,Jaipur,Kitchen cleaning,248.91"
"Fine,Fan replacement,Rishikesh,Plumber,251.27"
"Fine,Stabilizer installation,Ahemdabad,Home painting,139.33"
"Fine,Decorative Lights Installation (per 15m),Lucknow,Plumber,211.24"
"Extreme,Four Pole MCB Installation,Noida,Bathroom cleaning,104.43"
"Extreme,Bulb Holder Installation,Dehradun,Electrician,403.14"
"Fine,Fan Coil Repair,Rishikesh,Refrigerator Repair,293.54"
"Fine,Geyser Installation,Jaipur,Massage,285.93"
"Fine,Fan Coil Repair,Noida,Kitchen cleaning,428.67"
"Fine,Timer,Noida,Massage,336.3"
"Extreme,Bulb Holder Installation,Noida,Laptop Repair,119.26"
"Fine,Mini home theater installation,Noida,Massage,457.44"
"Fine,Cavity sensor,Lucknow,Hair colour,156.41"
"Extreme,PCB Repair,Haridwar,Face care,369.37"
"Fine,Hot & cold water mixer repair,Rishikesh,Plumber,289.72"
"Fine,Tap replacement,Jaipur,Electrician,98.11"
"Fine,3 Phase Changeover Switch Installation,Rishikesh,Face care,139.52"
"Fine,Chandelier installation (upto 6 bulbs),Lucknow,Washing Machine Repair,356.63"
"Fine,Switch/socket replacement,Haridwar,Water Purifier Repair,50.25"
"Extreme,Switch/socket replacement,Jaipur,Laptop Repair,333.91"
"Extreme,Waste pipe leakage,Delhi,Chimney Repair,312.07"
"Fine,Double Pole MCB Installation,Dehradun,Bathroom cleaning,278.47"
"Extreme,Stabilizer installation,Dehradun,Home painting,494.68"
"Fine,Balcony drain blockage removal,Noida,Kitchen cleaning,169.78"
"Extreme,Mini home theater installation,Noida,Refrigerator Repair,493.04"
"Fine,Decorative Lights Installation (per 5m),Haridwar,Full home cleaning,275.89"
"Extreme,Fan repair,Rishikesh,Shave/beard grooming,435.19"
"Fine,Decorative Lights Installation (per 10m),Haridwar,Full home cleaning,350.5"
"Fine,New wiring with casing (per 5m),Lucknow,Chimney Repair,114.16"
"Fine,Double battery inverter installation,Ahemdabad,Bathroom cleaning,454.56"
"Fine,PCB Repair,Delhi,Home painting,306.01"
"Fine,Switchboard repair,Dehradun,Chimney Repair,284.54"
"Fine,Material Procurement Charges,Delhi,Home painting,249.98"
"Fine,Geyser Uninstallation,Noida,Hair colour,420.09"
"Extreme,MCB fuse replacement,Ahemdabad,Home painting,404.04"
"Fine,New wiring with casing (per 5m),Delhi,Electrician,497.78"
"Extreme,New wiring with casing (per 5m),Jaipur,Shave/beard grooming,386.37"
"Extreme,Door bell installation,Lucknow,Microwave Repair,73.52"
"Extreme,Ceiling fan regulator replacement,Lucknow,Carpenter,338.98"
"Fine,Decorative ceiling fan installation,Ahemdabad,Plumber,421.49"
"Fine,TV uninstallation,Jaipur,Laptop Repair,469.2"
"Extreme,Thermal Cut Off (TCO),Jaipur,Water Purifier Repair,69.13"
"Extreme,Tap installation,Dehradun,Carpenter,160.86"
"Extreme,Decorative light & bed lamp installation,Rishikesh,Electrician,379.19"
"Fine,Cavity sensor,Haridwar,Men/kids haircut,169.78"
"Fine,Switchboard repair,Ahemdabad,Kitchen cleaning,443.57"
"Fine,Inverter PCB Card Replacement,Delhi,Full home cleaning,411.5"
"Fine,Sub meter installation,Dehradun,Full home cleaning,371.23"
"Extreme,Shower installation (wall mounted/ hand-held),Noida,Home painting,317.59"
"Fine,Bulbs installation (upto 5 bulbs),Noida,Face care,423.19"
"Extreme,Bulbs installation (upto 5 bulbs),Jaipur,Washing Machine Repair,106.09"
"Extreme,Bulb Holder Installation,Ahemdabad,Carpenter,211.74"
"Fine,Chandelier installation (upto 6 bulbs),Delhi,Carpenter,135.14"
"Extreme,Decorative Lights Uninstallation (per 5m),Jaipur,Face care,437.4"
"Fine,Inverter servicing,Rishikesh,Plumber,343.65"
"Fine,Waste pipe leakage,Jaipur,Carpenter,139.08"
"Extreme,Tap installation,Haridwar,Shave/beard grooming,225.26"
"Fine,Shower installation (wall mounted/ hand-held),Jaipur,Face care,482.05"
"Extreme,Single battery inverter installation,Rishikesh,Hair colour,186.86"
"Extreme,Switch/socket replacement,Dehradun,Carpenter,408.89"
"Fine,Thermal Cut Off (TCO),Rishikesh,Massage,87.35"
"Fine,Stabilizer installation,Delhi,Full home cleaning,485.84"
"Fine,Double battery inverter installation,Delhi,Water Purifier Repair,288.6"
"Extreme,Switchboard repair,Haridwar,Carpenter,452.65"
"Extreme,Bulb,Dehradun,Bathroom cleaning,112.08"
"Extreme,Door bell installation,Noida,Massage,190.38"
"Extreme,Tubelight Installation/Repair,Dehradun,Laptop Repair,435.9"
"Extreme,Door bell replacement,Haridwar,Men/kids haircut,224.85"
"Extreme,Single battery inverter installation,Rishikesh,Pest control,367.11"
"Extreme,Chandelier installation (more than 6 bulbs),Haridwar,Massage,58.92"
"Fine,Door bell installation,Rishikesh,Kitchen cleaning,100.62"
"Extreme,Switchboard repair,Dehradun,Washing Machine Repair,307.54"
"Extreme,Lights Uninstallation (per 20 m),Ahemdabad,Electrician,375.92"
"Extreme,Tubelight Installation/Repair,Delhi,Carpenter,103.31"
"Fine,Decorative Lights Installation (per 10m),Delhi,Water Purifier Repair,256.64"
"Fine,Hot & cold water mixer repair,Ahemdabad,Men/kids haircut,247.06"
"Fine,TV installation (up to 48 inches),Dehradun,AC Repair Service,262.06"
"Extreme,Replace CFL to LED,Dehradun,Chimney Repair,477.25"
"Fine,3 Phase changeover switch installation,Haridwar,Electrician,354.9"
"Extreme,Triple Pole MCB Installation,Lucknow,Refrigerator Repair,423.39"
"Extreme,Decorative ceiling fan installation,Haridwar,Laptop Repair,443.75"
"Fine,Triple Pole MCB Installation,Noida,Electrician,373.79"
"Fine,Bulbs installation (upto 5 bulbs),Delhi,Microwave Repair,396.21"
"Extreme,Lantern Installation,Jaipur,Full home cleaning,276.42"
"Fine,Tubelight Installation/Repair,Delhi,Refrigerator Repair,139.48"
"Fine,Bulb,Haridwar,Bathroom cleaning,338.98"
"Extreme,Geyser Uninstallation,Lucknow,Chimney Repair,407.48"
"Extreme,AC switchbox installation,Delhi,Electrician,52.59"
"Fine,Minor fittings installation,Ahemdabad,Full home cleaning,476.02"
"Extreme,Tap repair,Noida,Face care,412.2"
"Fine,Fan Coil Repair,Noida,Pest control,451.42"
"Fine,Room heater repair,Jaipur,Face care,166.4"
"Extreme,Shower installation (wall mounted/ hand-held),Lucknow,Pest control,416.73"
"Fine,Hot & cold water mixer repair,Jaipur,Microwave Repair,320.13"
"Fine,Cavity sensor,Haridwar,Bathroom cleaning,248.67"
"Extreme,Room heater repair,Jaipur,Carpenter,311.37"
"Extreme,3 Phase Changeover Switch Installation,Rishikesh,Carpenter,238.41"
"Extreme,Decorative Lights Installation (per 10m),Haridwar,Men/kids haircut,85.88"
"Fine,Replace CFL to LED,Jaipur,Kitchen cleaning,134.85"
"Fine,Lights Uninstallation (per 20 m),Jaipur,AC Repair Service,250.96"
"Fine,Shower installation (wall mounted/ hand-held),Delhi,Plumber,430.08"
"Extreme,Stabilizer installation,Delhi,Electrician,393.85"
"Extreme,Chandelier installation (more than 6 bulbs),Rishikesh,Plumber,169.27"
"Extreme,Thermal Cut Off (TCO),Noida,Home painting,160.15"
"Extreme,AC switchbox installation,Lucknow,Massage,52.6"
"Extreme,Minor fittings installation,Jaipur,Bathroom cleaning,416.47"
"Fine,Wash Basin Leakage Repair,Haridwar,AC Repair Service,413.05"
"Fine,Door bell installation,Dehradun,Pest control,473.86"
"Fine,Bulb,Ahemdabad,Electrician,303.2"
"Fine,Inverter servicing,Dehradun,Kitchen cleaning,328.57"
"Extreme,Wash basin blockage removal,Lucknow,Full home cleaning,218.44"
"Extreme,Switch Membrane / Key Pad Repair,Noida,Laptop Repair,267.43"
"Fine,3 Phase Changeover Switch Installation,Haridwar,Full home cleaning,492.35"
"Fine,New wiring with casing (per 5m),Ahemdabad,Laptop Repair,162.69"
"Extreme,Fuse 5 / 15 Amp,Delhi,Men/kids haircut,262.99"
"Extreme,Shower installation (ceiling mounted),Haridwar,Electrician,50.31"
"Extreme,Hot & cold water mixer repair,Rishikesh,Plumber,80.02"
"Fine,Lantern Installation,Noida,Laptop Repair,338.31"
"Extreme,Chandelier installation (more than 6 bulbs),Ahemdabad,Men/kids haircut,135.68"
"Extreme,Tap installation,Rishikesh,Plumber,384.61"
"Fine,Decorative Lights Installation (per 15m),Delhi,Home painting,129.07"
"Extreme,Ceiling fan regulator replacement,Rishikesh,Microwave Repair,285.24"
"Extreme,Fan repair,Jaipur,AC Repair Service,185.06"
"Extreme,Triple Pole MCB Installation,Delhi,AC Repair Service,468.97"
"Extreme,Door bell installation,Noida,Bathroom cleaning,426.6"
"Fine,New internal wiring (per 5m),Delhi,Plumber,243.1"
"Extreme,Ceiling Fan Installation,Haridwar,Face care,254.03"
"Extreme,Fan Coil Repair,Jaipur,AC Repair Service,291.08"
"Extreme,Timer,Ahemdabad,Shave/beard grooming,482.04"
"Fine,TV uninstallation,Delhi,Electrician,359.51"
"Fine,Bulbs installation (upto 5 bulbs),Jaipur,Water Purifier Repair,331.54"
"Fine,Timer,Dehradun,Hair colour,383.89"
"Fine,Geyser Uninstallation,Noida,Carpenter,296.68"
"Fine,Decorative Lights Installation (per 5m),Noida,Home painting,335.48"
"Extreme,Decorative light & bed lamp installation,Ahemdabad,Microwave Repair,405.05"
"Extreme,Fan Coil Repair,Haridwar,Pest control,434.36"
"Extreme,Material Procurement Charges,Ahemdabad,Face care,373.51"
"Fine,Fan replacement,Rishikesh,Microwave Repair,420.86"
"Fine,Decorative Lights Installation (per 10m),Noida,Kitchen cleaning,425.36"
"Extreme,Fuse 5 / 15 Amp,Dehradun,Laptop Repair,334.67"
"Extreme,Fan uninstallation,Haridwar,Plumber,236.97"
"Fine,Fan replacement,Lucknow,Massage,475.47"
"Extreme,Material Procurement Charges,Lucknow,Carpenter,338.78"
"Extreme,Switch Membrane / Key Pad Repair,Noida,Electrician,430.67"
"Extreme,Tap repair,Delhi,Kitchen cleaning,77.39"
"Fine,AC switchbox installation,Delhi,Massage,323.86"
"Extreme,Fuse 5 / 15 Amp,Ahemdabad,Massage,273.03"
"Fine,Tap replacement,Dehradun,Electrician,436.13"
"Fine,Inverter servicing,Noida,Shave/beard grooming,272.97"
"Fine,New internal wiring (per 5m),Ahemdabad,Electrician,304.8"
"Fine,Bulbs installation (upto 5 bulbs),Rishikesh,AC Repair Service,131.81"
"Fine,Geyser Uninstallation,Haridwar,Home painting,445.4"
"Fine,Waste pipe leakage,Haridwar,Hair colour,71.6"
"Fine,Switchboard installation,Rishikesh,Massage,189.83"
"Extreme,Chandelier installation (more than 6 bulbs),Rishikesh,Kitchen cleaning,365.71"
"Extreme,Fan repair,Haridwar,Water Purifier Repair,77.01"
"Fine,TV installation (up to 48 inches),Dehradun,Plumber,402.8"
"Fine,Tap installation,Rishikesh,Water Purifier Repair,420.77"
"Fine,New wiring with casing (per 5m),Jaipur,Pest control,459.46"
"Extreme,Bulb Holder Installation,Rishikesh,Bathroom cleaning,362.77"
"Fine,Wash basin blockage removal,Ahemdabad,Men/kids haircut,181.36"
"Fine,New wiring without casing (per 5m),Delhi,Men/kids haircut,396.92"
"Extreme,Thermal Cut Off (TCO),Jaipur,Kitchen cleaning,463.03"
"Fine,Decorative Lights Installation (per 15m),Rishikesh,Hair colour,356.02"
"Fine,PCB Repair,Rishikesh,Carpenter,314.2"
"Extreme,Tubelight Installation/Repair,Dehradun,Chimney Repair,294.32"
"Fine,Timer,Delhi,Water Purifier Repair,493.91"
"Fine,AC switchbox installation,Delhi,Water Purifier Repair,315.77"
"Fine,Bulb holder installation,Delhi,Washing Machine Repair,296.72"
"Fine,TV installation (above 48 inches),Lucknow,Men/kids haircut,444.05"
"Extreme,Room heater repair,Ahemdabad,Shave/beard grooming,316.18"
"Fine,Decorative Lights Installation (per 15m),Delhi,Men/kids haircut,217.68"
"Fine,New wiring with casing (per 5m),Lucknow,Washing Machine Repair,145.72"
"Extreme,Balcony drain blockage removal,Noida,Washing Machine Repair,148.06"
"Fine,Decorative Lights Uninstallation (per 5m),Lucknow,Hair colour,447.59"
"Fine,Switch/socket replacement,Noida,Carpenter,400.15"
"Fine,Fan repair,Haridwar,Full home cleaning,397.72"
"Extreme,Tap installation,Dehradun,Kitchen cleaning,78.23"
"Fine,Fan uninstallation,Lucknow,Water Purifier Repair,68.96"
"Fine,Double battery inverter installation,Noida,Hair colour,331.08"
"Fine,New wiring with casing (per 5m),Rishikesh,Hair colour,393.4"
"Fine,New internal wiring (per 5m),Delhi,Laptop Repair,484.24"
"Extreme,Four Pole MCB Installation,Delhi,Men/kids haircut,142.2"
"Extreme,Fuse 5 / 15 Amp,Dehradun,AC Repair Service,396.44"
"Fine,Chandelier installation (upto 6 bulbs),Delhi,Electrician,429.45"
"Fine,Timer,Jaipur,Hair colour,61.47"
"Fine,Decorative ceiling fan installation,Lucknow,Microwave Repair,346.6"
"Extreme,Tubelight Installation/Repair,Dehradun,Pest control,422.31"
"Extreme,Tap installation,Jaipur,Carpenter,147.34"
"Extreme,Inverter PCB Card Replacement,Delhi,Kitchen cleaning,199.77"
"Extreme,AC switchbox installation,Rishikesh,Home painting,406.22"
"Extreme,Chandelier installation (upto 6 bulbs),Jaipur,Massage,359.71"
"Extreme,Wash basin blockage removal,Dehradun,Kitchen cleaning,136.12"
"Fine,Stabilizer installation,Delhi,Hair colour,139.2"
"Extreme,Ceiling fan regulator replacement,Jaipur,Shave/beard grooming,378.26"
"Extreme,Shower installation (wall mounted/ hand-held),Dehradun,Home painting,182.93"
"Extreme,Geyser Installation,Delhi,Kitchen cleaning,125.9"
"Extreme,Sub meter installation,Lucknow,Pest control,352.72"
"Extreme,Sub meter installation,Jaipur,Shave/beard grooming,265.76"
"Fine,Chandelier installation (more than 6 bulbs),Jaipur,Hair colour,213.61"
"Extreme,AC switchbox installation,Rishikesh,Carpenter,401.77"
"Extreme,Geyser Installation,Noida,Electrician,175.09"
"Fine,Bulbs installation (upto 5 bulbs),Jaipur,Home painting,219.93"
"Extreme,Inverter PCB Card Replacement,Delhi,AC Repair Service,115.28"
"Extreme,Triple Pole MCB Installation,Dehradun,Kitchen cleaning,377.39"
"Extreme,Decorative ceiling fan installation,Lucknow,Carpenter,57.93"
"Fine,Inverter servicing,Noida,Shave/beard grooming,464.08"
"Fine,Ceiling Fan Installation,Rishikesh,AC Repair Service,290.41"
"Extreme,Waste pipe leakage,Lucknow,Massage,164.91"
"Extreme,Lantern Installation,Jaipur,Shave/beard grooming,493.06"
"Extreme,Drainage pipe blockage removal,Lucknow,Laptop Repair,123.95"
"Fine,MCB fuse replacement,Noida,Shave/beard grooming,74.66"
"Extreme,Drainage pipe blockage removal,Noida,Refrigerator Repair,381.36"
"Fine,Waste pipe leakage,Ahemdabad,Carpenter,385.67"
"Fine,AC switchbox installation,Jaipur,Full home cleaning,63.99"
"Fine,Chandelier installation (more than 6 bulbs),Delhi,Carpenter,172.98"
"Fine,Lantern Installation,Jaipur,Shave/beard grooming,348.13"
"Fine,Drainage pipe blockage removal,Rishikesh,Full home cleaning,274.21"
"Fine,Timer,Rishikesh,Electrician,281.51"
"Extreme,Inverter PCB Card Replacement,Dehradun,Shave/beard grooming,373.64"
"Fine,Fan Coil Repair,Jaipur,Bathroom cleaning,60.09"
"Extreme,New internal wiring (per 5m),Jaipur,Electrician,321.64"
"Fine,Balcony drain blockage removal,Haridwar,Face care,74.25"
"Fine,Door bell installation,Dehradun,AC Repair Service,89.32"
"Fine,Geyser Uninstallation,Dehradun,Hair colour,189.97"
"Extreme,Ceiling fan regulator replacement,Haridwar,Men/kids haircut,412.89"
"Fine,Fan uninstallation,Lucknow,Shave/beard grooming,401.05"
"Extreme,Timer,Dehradun,Pest control,251.51"
"Fine,Thermal Cut Off (TCO),Jaipur,Chimney Repair,240.38"
"Fine,Chandelier installation (more than 6 bulbs),Lucknow,Chimney Repair,450.93"
"Fine,Balcony drain blockage removal,Haridwar,Laptop Repair,265.46"
"Extreme,Four Pole MCB Installation,Lucknow,Pest control,429.41"
"Fine,Shower installation (ceiling mounted),Delhi,AC Repair Service,442.93"
"Fine,Inverter PCB Card Replacement,Haridwar,Home painting,247.24"
"Extreme,Switch Membrane / Key Pad Repair,Ahemdabad,Full home cleaning,366.31"
"Fine,Single pole MCB installation,Dehradun,Washing Machine Repair,480.61"
"Extreme,Fan uninstallation,Dehradun,Carpenter,158.37"
"Extreme,Double Pole MCB Installation,Delhi,Electrician,277.98"
"Fine,Double battery inverter installation,Haridwar,Kitchen cleaning,219.66"
"Extreme,New wiring with casing (per 5m),Delhi,Carpenter,80.56"
"Fine,Inverter PCB Card Replacement,Lucknow,Full home cleaning,478.17"
"Fine,Ceiling fan regulator replacement,Haridwar,Laptop Repair,329.41"
"Fine,Waste pipe leakage,Dehradun,Washing Machine Repair,316.82"
"Extreme,Double battery inverter installation,Rishikesh,Pest control,296.65"
"Fine,Double battery inverter installation,Dehradun,Microwave Repair,192.1"
"Fine,Balcony drain blockage removal,Haridwar,Massage,459.29"
"Extreme,Decorative Lights Installation (per 5m),Dehradun,Massage,482.13"
"Extreme,Sub meter installation,Noida,Pest control,247.58"
"Fine,Fan Coil Repair,Ahemdabad,Face care,84.07"
"Fine,Decorative Lights Uninstallation (per 5m),Rishikesh,Electrician,209.3"
"Fine,Sub meter installation,Delhi,Bathroom cleaning,251.81"
"Fine,Replace CFL to LED,Haridwar,Shave/beard grooming,280.8"
"Extreme,Fuse 5 / 15 Amp,Dehradun,Massage,229.38"
"Extreme,Tap replacement,Lucknow,Kitchen cleaning,288.27"
"Fine,Lantern Installation,Haridwar,Laptop Repair,451.05"
"Fine,Switchboard installation,Ahemdabad,Face care,132.55"
"Fine,Switchboard repair,Noida,Chimney Repair,242.76"
"Extreme,Tap repair,Haridwar,Bathroom cleaning,243.22"
"Extreme,Balcony drain blockage removal,Haridwar,Plumber,484.63"
"Fine,Double Pole MCB Installation,Ahemdabad,Chimney Repair,216.83"
"Fine,Decorative Lights Installation (per 5m),Jaipur,Plumber,393.3"
"Fine,Cavity sensor,Haridwar,Microwave Repair,245.57"
"Fine,Decorative Lights Installation (per 10m),Haridwar,Plumber,491.57"
"Fine,Door bell replacement,Delhi,Kitchen cleaning,431.66"
"Fine,Shower installation (wall mounted/ hand-held),Dehradun,Electrician,250.52"
"Extreme,Material Procurement Charges,Noida,Plumber,196.31"
"Fine,New internal wiring (per 5m),Delhi,Microwave Repair,169.54"
"Extreme,Triple Pole MCB Installation,Delhi,Hair colour,462.07"
"Fine,TV installation (above 48 inches),Delhi,Kitchen cleaning,455.17"
"Extreme,Material Procurement Charges,Rishikesh,Face care,156.18"
"Extreme,Balcony drain blockage removal,Haridwar,Carpenter,53.34"
"Extreme,Hot & cold water mixer installation,Noida,Plumber,444.94"
"Extreme,Door bell installation,Haridwar,AC Repair Service,68.75"
"Extreme,Chandelier installation (upto 6 bulbs),Haridwar,AC Repair Service,254.44"
"Fine,Balcony drain blockage removal,Jaipur,Home painting,393.4"
"Fine,Single pole MCB installation,Noida,Face care,166.63"
"Extreme,Tap repair,Haridwar,Electrician,221.29"
"Extreme,Door bell replacement,Noida,Plumber,390.31"
"Extreme,New internal wiring (per 5m),Rishikesh,Microwave Repair,54.39"
"Extreme,Wash basin blockage removal,Delhi,Shave/beard grooming,113.34"
"Fine,Door bell replacement,Lucknow,Laptop Repair,154.8"
"Extreme,Inverter PCB Card Replacement,Delhi,Washing Machine Repair,96.69"
"Fine,Shower installation (ceiling mounted),Jaipur,Plumber,141.59"
