Weather,City,Subservice,Service,Price
Extreme,Jaipur,Drainage pipe blockage removal,Face care,411.94
Fine,Rishikesh,Single pole MCB installation,Plumber,368.46
Extreme,Lucknow,Door bell installation,Carpenter,494.57
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Men/kids haircut,491.08
Fine,Jaipur,Wash basin blockage removal,Carpenter,466.9
Fine,Delhi,Decorative Lights Installation (per 15m),Home painting,359.44
Extreme,Noida,Sub meter installation,Carpenter,335.52
Extreme,Dehradun,TV installation (up to 48 inches),Chimney Repair,442.43
Extreme,Haridwar,Hot & cold water mixer repair,Carpenter,446.59
Extreme,Noida,Shower installation (wall mounted/ hand-held),Plumber,381.75
Fine,Ahemdabad,Inverter fuse replacement,Chimney Repair,451.6
Fine,Rishikesh,Wash Basin Leakage Repair,Electrician,296.54
Fine,Rishikesh,New wiring without casing (per 5m),Shave/beard grooming,458.83
Extreme,Noida,Fan repair,Pest control,391.27
Extreme,Haridwar,Drainage pipe blockage removal,Carpenter,260.1
Fine,Haridwar,Chandelier installation (upto 6 bulbs),Massage,372.03
Extreme,Noida,3 Phase changeover switch installation,Carpenter,471.51
Extreme,Rishikesh,Double Pole MCB Installation,Home painting,450.49
Fine,Delhi,Double Pole MCB Installation,Pest control,244.13
Fine,Rishikesh,Tubelight Installation/Repair,Home painting,434.42
Fine,Ahemdabad,Fan replacement,Pest control,400.48
Fine,Ahemdabad,Wash basin installation,Pest control,328.69
Fine,Ahemdabad,Lights Uninstallation (per 20 m),Plumber,75.18
Fine,Haridwar,New wiring without casing (per 5m),Plumber,211.78
Extreme,Lucknow,Bulb holder installation,Massage,412.31
Fine,Lucknow,Waste pipe leakage,Full home cleaning,471.09
Extreme,Delhi,TV uninstallation,Washing Machine Repair,354.39
Fine,Ahemdabad,AC switchbox installation,Face care,449.33
Extreme,Rishikesh,New wiring without casing (per 5m),Kitchen cleaning,460.22
Fine,Delhi,Door bell installation,Bathroom cleaning,279.54
Fine,Delhi,Timer,Face care,103.42
Extreme,Noida,Hot & cold water mixer installation,Carpenter,458.85
Extreme,Noida,TV installation (above 48 inches),Men/kids haircut,279.13
Fine,Rishikesh,3 Phase changeover switch installation,Chimney Repair,331.31
Extreme,Lucknow,Ceiling Fan Installation,Laptop Repair,415.3
Extreme,Ahemdabad,Timer,Carpenter,402.75
Extreme,Rishikesh,Switchboard installation,Shave/beard grooming,393.0
Fine,Rishikesh,Geyser Uninstallation,Home painting,444.43
Fine,Rishikesh,Decorative Lights Installation (per 10m),Men/kids haircut,455.23
Fine,Dehradun,Shower installation (wall mounted/ hand-held),Massage,372.96
Fine,Rishikesh,Switchboard repair,Home painting,264.11
Fine,Lucknow,Stabilizer installation,Face care,431.22
Extreme,Rishikesh,Bulbs installation (upto 5 bulbs),Full home cleaning,450.28
Extreme,Ahemdabad,Switchboard installation,Water Purifier Repair,222.09
Fine,Rishikesh,Bulb Holder Installation,Full home cleaning,110.17
Extreme,Rishikesh,Minor fittings installation,Electrician,142.56
Extreme,Noida,Decorative Lights Installation (per 15m),Carpenter,391.55
Extreme,Delhi,TV installation (above 48 inches),Water Purifier Repair,390.16
Extreme,Lucknow,Lights Uninstallation (per 20 m),Washing Machine Repair,148.49
Extreme,Rishikesh,Fuse 5 / 15 Amp,Chimney Repair,464.73
Extreme,Lucknow,Replace CFL to LED,Washing Machine Repair,296.0
Extreme,Noida,Room heater repair,Home painting,363.97
Fine,Noida,Cavity sensor,Washing Machine Repair,75.19
Extreme,Rishikesh,Wash basin blockage removal,Men/kids haircut,468.76
Fine,Noida,Stabilizer installation,Bathroom cleaning,259.04
Fine,Ahemdabad,Lantern Installation,Washing Machine Repair,404.48
Fine,Delhi,Double battery inverter installation,Men/kids haircut,105.63
Fine,Noida,Minor fittings installation,Full home cleaning,467.55
Fine,Delhi,MCB fuse replacement,Chimney Repair,458.29
Extreme,Noida,TV installation (up to 48 inches),Massage,433.71
Extreme,Noida,Shower installation (wall mounted/ hand-held),Shave/beard grooming,468.96
Extreme,Haridwar,Double Pole MCB Installation,Chimney Repair,468.34
Extreme,Jaipur,Decorative Lights Uninstallation (per 5m),Pest control,452.08
Extreme,Delhi,Ceiling Fan Installation,Refrigerator Repair,383.12
Fine,Dehradun,Decorative Lights Installation (per 5m),Bathroom cleaning,452.0
Fine,Rishikesh,Fuse 5 / 15 Amp,Washing Machine Repair,164.0
Extreme,Jaipur,Replace CFL to LED,Carpenter,461.76
Fine,Haridwar,AC switchbox installation,Carpenter,135.01
Fine,Lucknow,Bulb Holder Installation,Chimney Repair,302.57
Fine,Lucknow,Fan Coil Repair,Washing Machine Repair,367.92
Fine,Jaipur,TV installation (above 48 inches),Water Purifier Repair,331.59
Fine,Lucknow,MCB fuse replacement,Carpenter,489.07
Fine,Jaipur,Fan repair,Chimney Repair,480.4
Fine,Lucknow,Ceiling Fan Installation,Laptop Repair,112.52
Fine,Ahemdabad,TV installation (above 48 inches),Carpenter,478.89
Fine,Lucknow,Single pole MCB installation,Home painting,464.81
Fine,Lucknow,Double battery inverter installation,Men/kids haircut,455.29
Fine,Lucknow,Fan Coil Repair,Carpenter,144.04
Extreme,Haridwar,Fuse 5 / 15 Amp,Laptop Repair,151.1
Extreme,Noida,Waste pipe leakage,Shave/beard grooming,310.87
Fine,Dehradun,Double battery inverter installation,Chimney Repair,267.25
Fine,Rishikesh,Lights Uninstallation (per 20 m),Full home cleaning,456.9
Fine,Haridwar,New wiring without casing (per 5m),Chimney Repair,261.15
Fine,Delhi,Room heater repair,Face care,455.19
Fine,Delhi,Tap repair,Shave/beard grooming,469.35
Fine,Delhi,Drainage pipe blockage removal,Hair colour,390.8
Fine,Haridwar,Hot & cold water mixer installation,Shave/beard grooming,470.17
Extreme,Dehradun,MCB fuse replacement,Laptop Repair,483.71
Extreme,Noida,Bulb,Water Purifier Repair,469.16
Fine,Delhi,Triple Pole MCB Installation,Refrigerator Repair,375.13
Extreme,Lucknow,Ceiling Fan Installation,Carpenter,356.05
Extreme,Haridwar,Chandelier installation (more than 6 bulbs),Carpenter,138.63
Fine,Dehradun,Decorative Lights Installation (per 10m),Carpenter,103.46
Extreme,Jaipur,Hot & cold water mixer repair,Laptop Repair,337.47
Fine,Haridwar,Wash basin blockage removal,Bathroom cleaning,363.74
Fine,Delhi,Inverter servicing,Home painting,212.26
Fine,Noida,New wiring with casing (per 5m),Bathroom cleaning,464.39
Fine,Noida,Fan replacement,AC Repair Service,394.89
Fine,Ahemdabad,Inverter PCB Card Replacement,Face care,157.73
Fine,Delhi,Cavity sensor,Home painting,404.71
Fine,Lucknow,TV installation (up to 48 inches),Carpenter,165.9
Extreme,Dehradun,Four Pole MCB Installation,Refrigerator Repair,269.13
Fine,Lucknow,Fan repair,Face care,189.35
Fine,Noida,Geyser Uninstallation,Carpenter,381.78
Fine,Lucknow,Cavity sensor,Face care,473.16
Extreme,Noida,Tap installation,Laptop Repair,109.61
Fine,Noida,TV uninstallation,Water Purifier Repair,89.87
Fine,Rishikesh,Four Pole MCB Installation,Refrigerator Repair,491.44
Extreme,Rishikesh,Switch/socket replacement,Massage,436.06
Fine,Rishikesh,New wiring with casing (per 5m),Face care,86.81
Extreme,Haridwar,Waste pipe leakage,Carpenter,485.17
Fine,Dehradun,Switch Membrane / Key Pad Repair,Face care,453.6
Extreme,Haridwar,Waste pipe leakage,Carpenter,239.33
Extreme,Rishikesh,TV installation (up to 48 inches),Hair colour,484.51
Fine,Rishikesh,TV installation (above 48 inches),Microwave Repair,401.15
Extreme,Noida,Drainage pipe blockage removal,Refrigerator Repair,295.63
Fine,Rishikesh,Lantern Installation,Home painting,421.36
Extreme,Ahemdabad,Minor fittings installation,Laptop Repair,466.57
Fine,Noida,Room heater repair,AC Repair Service,375.72
Extreme,Ahemdabad,Ceiling Fan Installation,Home painting,88.15
Fine,Lucknow,Geyser Uninstallation,Microwave Repair,384.03
Fine,Delhi,Inverter PCB Card Replacement,Washing Machine Repair,388.87
Extreme,Delhi,Material Procurement Charges,Home painting,449.33
Extreme,Noida,New wiring without casing (per 5m),Face care,268.14
Fine,Ahemdabad,TV installation (above 48 inches),Face care,452.11
Fine,Delhi,Decorative Lights Installation (per 15m),Carpenter,175.19
Fine,Rishikesh,Shower installation (ceiling mounted),Carpenter,456.86
Fine,Lucknow,Bulb,Men/kids haircut,419.86
Fine,Ahemdabad,Replace CFL to LED,Laptop Repair,391.72
Extreme,Rishikesh,Material Procurement Charges,Washing Machine Repair,350.09
Fine,Dehradun,Double battery inverter installation,Face care,199.3
Extreme,Haridwar,Hot & cold water mixer repair,Carpenter,434.18
Extreme,Rishikesh,Inverter servicing,AC Repair Service,464.41
Fine,Haridwar,New wiring without casing (per 5m),Plumber,383.36
Fine,Noida,3 Phase changeover switch installation,Men/kids haircut,281.03
Fine,Noida,Switchboard repair,Massage,380.98
Fine,Delhi,Wash basin blockage removal,Washing Machine Repair,479.63
Extreme,Lucknow,Fuse 5 / 15 Amp,Washing Machine Repair,409.25
Fine,Lucknow,TV installation (above 48 inches),Chimney Repair,457.98
Extreme,Delhi,Fan uninstallation,Hair colour,474.33
Fine,Ahemdabad,Replace CFL to LED,Face care,487.43
Fine,Lucknow,Double battery inverter installation,Laptop Repair,461.91
Fine,Dehradun,Wash Basin Leakage Repair,Chimney Repair,400.39
Fine,Rishikesh,Chandelier installation (upto 6 bulbs),Men/kids haircut,293.11
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Electrician,373.36
Fine,Jaipur,TV installation (above 48 inches),Chimney Repair,467.42
Fine,Dehradun,Switchboard installation,Chimney Repair,378.62
Extreme,Haridwar,Decorative Lights Installation (per 10m),Hair colour,453.2
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Pest control,139.17
Fine,Rishikesh,Chandelier installation (more than 6 bulbs),Refrigerator Repair,390.69
Fine,Delhi,TV uninstallation,Massage,167.55
Extreme,Jaipur,Decorative Lights Uninstallation (per 5m),Refrigerator Repair,64.67
Extreme,Rishikesh,Wash basin blockage removal,Shave/beard grooming,107.65
Fine,Lucknow,PCB Repair,Pest control,440.32
Extreme,Lucknow,Tubelight Installation/Repair,Washing Machine Repair,415.27
Extreme,Haridwar,Waste pipe leakage,Carpenter,475.11
Fine,Rishikesh,Shower installation (wall mounted/ hand-held),Pest control,273.41
Fine,Lucknow,Fan Coil Repair,Chimney Repair,278.95
Fine,Ahemdabad,Chandelier installation (upto 6 bulbs),Pest control,298.84
Extreme,Delhi,TV installation (above 48 inches),Massage,455.8
Fine,Noida,Geyser Uninstallation,Refrigerator Repair,396.39
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Massage,409.76
Extreme,Delhi,MCB fuse replacement,Face care,239.0
Extreme,Delhi,Double Pole MCB Installation,Carpenter,445.35
Extreme,Noida,Fan uninstallation,Face care,467.7
Fine,Rishikesh,Fan uninstallation,Pest control,387.12
Extreme,Jaipur,New wiring without casing (per 5m),Carpenter,470.56
Extreme,Haridwar,Door bell installation,Water Purifier Repair,474.38
Fine,Rishikesh,Fan uninstallation,Plumber,375.32
Fine,Haridwar,Door bell replacement,Chimney Repair,404.99
Fine,Dehradun,New wiring without casing (per 5m),Massage,473.88
Extreme,Jaipur,TV installation (above 48 inches),Refrigerator Repair,237.1
Fine,Noida,Fan repair,Carpenter,348.82
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,480.74
Extreme,Noida,Decorative Lights Installation (per 15m),Refrigerator Repair,257.18
Fine,Jaipur,Switchboard repair,Chimney Repair,411.61
Fine,Rishikesh,Decorative ceiling fan installation,Electrician,458.97
Fine,Ahemdabad,Inverter PCB Card Replacement,Pest control,476.32
Fine,Delhi,Stabilizer installation,Pest control,100.64
Fine,Jaipur,Shower installation (wall mounted/ hand-held),Pest control,474.6
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Carpenter,470.34
Fine,Jaipur,Bulb,Men/kids haircut,134.58
Fine,Noida,Mini home theater installation,Face care,313.27
Extreme,Delhi,Switchboard installation,Microwave Repair,466.79
Fine,Haridwar,Chandelier installation (upto 6 bulbs),Full home cleaning,474.3
Extreme,Noida,Waste pipe leakage,Pest control,81.54
Extreme,Jaipur,Minor fittings installation,Electrician,352.74
Fine,Rishikesh,Wash Basin Leakage Repair,Home painting,372.66
Fine,Jaipur,Replace CFL to LED,Microwave Repair,283.11
Fine,Haridwar,Bulbs installation (upto 5 bulbs),Massage,452.46
Fine,Ahemdabad,Switch Membrane / Key Pad Repair,Face care,466.1
Extreme,Noida,Lights Uninstallation (per 20 m),Carpenter,92.38
Fine,Delhi,Wash basin blockage removal,Washing Machine Repair,139.03
Fine,Ahemdabad,Wash Basin Leakage Repair,Refrigerator Repair,433.09
Fine,Rishikesh,Door bell installation,Washing Machine Repair,394.62
Fine,Haridwar,TV installation (up to 48 inches),Face care,402.32
Fine,Rishikesh,Wash basin blockage removal,Full home cleaning,453.74
Fine,Rishikesh,Single pole MCB installation,Chimney Repair,287.54
Extreme,Lucknow,TV uninstallation,Washing Machine Repair,103.46
Fine,Noida,Bulb Holder Installation,Chimney Repair,224.24
Extreme,Noida,Decorative Lights Installation (per 5m),AC Repair Service,380.01
Fine,Noida,Cavity sensor,Men/kids haircut,253.63
Fine,Noida,Timer,Microwave Repair,466.97
Fine,Ahemdabad,Switch/socket replacement,Plumber,424.62
Fine,Rishikesh,Inverter fuse replacement,Men/kids haircut,457.36
Fine,Haridwar,Ceiling Fan Installation,AC Repair Service,353.94
Extreme,Dehradun,MCB fuse replacement,Washing Machine Repair,442.27
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Refrigerator Repair,407.64
Extreme,Noida,Wash basin blockage removal,Chimney Repair,471.47
Fine,Dehradun,Bulb,Washing Machine Repair,236.06
Fine,Lucknow,Bulb,Carpenter,167.44
Extreme,Lucknow,Thermal Cut Off (TCO),Electrician,409.86
Fine,Delhi,Chandelier installation (more than 6 bulbs),Microwave Repair,469.01
Fine,Jaipur,Single battery inverter installation,Home painting,152.79
Fine,Delhi,Wash basin blockage removal,Refrigerator Repair,399.55
Fine,Dehradun,Hot & cold water mixer installation,Pest control,217.27
Fine,Rishikesh,Inverter PCB Card Replacement,Kitchen cleaning,386.25
Fine,Rishikesh,3 Phase Changeover Switch Installation,Electrician,128.12
Extreme,Rishikesh,Double battery inverter installation,AC Repair Service,407.17
Extreme,Rishikesh,Bulb holder installation,Water Purifier Repair,474.74
Fine,Noida,Single pole MCB installation,Washing Machine Repair,368.7
Fine,Lucknow,Fuse 5 / 15 Amp,Chimney Repair,395.51
Fine,Delhi,Bulbs installation (upto 5 bulbs),Chimney Repair,354.08
Fine,Jaipur,PCB Repair,Massage,280.01
Extreme,Rishikesh,Material Procurement Charges,Carpenter,269.82
Fine,Ahemdabad,Room heater repair,Water Purifier Repair,251.1
Fine,Haridwar,Stabilizer installation,Home painting,382.5
Fine,Rishikesh,Double battery inverter installation,Laptop Repair,470.04
Fine,Haridwar,Fan replacement,AC Repair Service,461.05
Fine,Dehradun,New wiring with casing (per 5m),Men/kids haircut,277.48
Extreme,Noida,Geyser Installation,Carpenter,419.21
Fine,Lucknow,New wiring without casing (per 5m),Face care,413.69
Fine,Lucknow,Waste pipe leakage,Full home cleaning,380.86
Extreme,Lucknow,Inverter fuse replacement,Men/kids haircut,169.41
Fine,Jaipur,Switchboard installation,Microwave Repair,215.46
Extreme,Ahemdabad,Switch Membrane / Key Pad Repair,Carpenter,481.97
Fine,Noida,Decorative Lights Installation (per 5m),Washing Machine Repair,178.91
Extreme,Lucknow,Double Pole MCB Installation,Carpenter,362.5
Extreme,Haridwar,Bulb,AC Repair Service,363.21
Fine,Delhi,Waste pipe leakage,Massage,159.19
Extreme,Noida,Double Pole MCB Installation,Microwave Repair,179.44
Extreme,Haridwar,Inverter PCB Card Replacement,Carpenter,353.75
Fine,Delhi,MCB fuse replacement,Face care,479.07
Fine,Lucknow,3 Phase changeover switch installation,Shave/beard grooming,471.4
Fine,Dehradun,Bulb holder installation,Water Purifier Repair,139.92
Fine,Dehradun,TV installation (up to 48 inches),Electrician,87.28
Fine,Delhi,Wash basin blockage removal,Washing Machine Repair,464.15
Fine,Ahemdabad,Single battery inverter installation,Chimney Repair,463.34
Fine,Haridwar,New wiring with casing (per 5m),Men/kids haircut,463.97
Fine,Noida,Timer,Plumber,413.02
Fine,Ahemdabad,Four Pole MCB Installation,Carpenter,472.55
Fine,Dehradun,Fan repair,Face care,396.69
Fine,Rishikesh,PCB Repair,Refrigerator Repair,466.53
Extreme,Noida,Chandelier installation (more than 6 bulbs),Home painting,386.67
Extreme,Haridwar,Tap repair,Men/kids haircut,475.64
Fine,Dehradun,Stabilizer installation,Refrigerator Repair,173.94
Fine,Jaipur,TV installation (up to 48 inches),Face care,253.61
Fine,Delhi,Hot & cold water mixer repair,Washing Machine Repair,472.79
Extreme,Rishikesh,Material Procurement Charges,Carpenter,470.85
Fine,Haridwar,Switch Membrane / Key Pad Repair,Pest control,50.08
Fine,Rishikesh,Inverter PCB Card Replacement,Men/kids haircut,410.72
Fine,Rishikesh,Wash basin installation,Face care,293.32
Extreme,Haridwar,Minor fittings installation,Carpenter,486.36
Fine,Rishikesh,TV installation (above 48 inches),Chimney Repair,391.64
Extreme,Lucknow,Switch Membrane / Key Pad Repair,Face care,383.26
Extreme,Noida,Lantern Installation,Carpenter,275.66
Extreme,Noida,Decorative Lights Installation (per 10m),Face care,442.39
Fine,Rishikesh,Drainage pipe blockage removal,Full home cleaning,310.87
Extreme,Jaipur,New wiring without casing (per 5m),Men/kids haircut,468.43
Extreme,Noida,Fan repair,Shave/beard grooming,478.8
Fine,Ahemdabad,Bulb holder installation,Plumber,448.52
Extreme,Delhi,Minor fittings installation,Shave/beard grooming,476.64
Extreme,Rishikesh,Waste pipe leakage,Laptop Repair,158.53
Fine,Ahemdabad,Triple Pole MCB Installation,Water Purifier Repair,303.39
Extreme,Noida,Sub meter installation,Men/kids haircut,335.79
Extreme,Noida,Chandelier installation (more than 6 bulbs),Men/kids haircut,436.31
Fine,Delhi,Mini home theater installation,Men/kids haircut,323.78
Extreme,Noida,Chandelier installation (upto 6 bulbs),Men/kids haircut,365.18
Fine,Haridwar,Door bell replacement,Full home cleaning,376.67
Extreme,Noida,Lantern Installation,Water Purifier Repair,347.58
Extreme,Haridwar,TV installation (above 48 inches),Chimney Repair,272.97
Extreme,Delhi,Geyser Installation,Home painting,298.62
Fine,Lucknow,Switch Membrane / Key Pad Repair,Hair colour,443.66
Extreme,Noida,Material Procurement Charges,Pest control,402.92
